name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag,mood,activity,weather
Oud Vert Intense Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75720.jpg?width=400&404=product.png,unisex,"bergamot, cardamom, cedar, coriander seeds, geranium, ginger, musk, nutmeg, pure organic vintage oud, vetiver",sensual,winter,day,Fragrance du Bois,romantic,date,hot
No.09 Vallee de Farney - Eau de Parfum,Maison Louis Marie,https://static.luckyscent.com/images/products/79022.jpg?width=400&404=product.png,women,"amber, benzoin, black pepper, cedar, geranium, grapefruit, musk, orange, patchouli, vetiver",sensual,fall,night,Maison Louis Marie,romantic,date,cold
Eau de Soleil Blanc Eau de Toilette,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63566.jpg?width=400&404=product.png,men,"amber, beachy floral notes click here for ingredients close eau de soleil blanc by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, citrus, coconut",sensual,spring,day,TOM FORD Private Blend,romantic,date,cold
Oud - Extrait de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49885.jpg?width=400&404=product.png,women,"ambrettolide, cedar wood from morocco, elemi from the philippines, oud from laos, patchouli from indonesia, saffron, sweet vanilla accord",sensual,fall,night,Maison Francis Kurkdjian,romantic,date,cold
Oud Silk Mood - Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49884.jpg?width=400&404=product.png,women,"bergamot from italy, blue chamomile from morocco, guaiac, hedione, oud from laos, papyrus from india, rose from bulgaria",energetic,summer,day,Maison Francis Kurkdjian,fresh,date,hot
No.04 Bois de Balincourt - Eau de Parfum,Maison Louis Marie,https://static.luckyscent.com/images/products/79021.jpg?width=400&404=product.png,men,"amber wood, cerdarwood, cinnamon, nutmeg, sandalwood, vetiver",sensual,fall,night,Maison Louis Marie,romantic,date,cold
No.05 Kandilli- Perfume Oil Perfume Oil Roll-On,Maison Louis Marie,https://static.luckyscent.com/images/products/79035.jpg?width=400&404=product.png,women,"jasmine, sandalwood, tuberose, ylang",sensual,summer,night,Maison Louis Marie,romantic,casual,any
Parisian Oud Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75711.jpg?width=400&404=product.png,unisex,"almond, amber, cardamom, frankincense, geranium, grapefruit, labdanum, leather, moss, musk, patchouli, pink pepper, pure organic vintage oud, rose essence, sandalwood, white jasmin",sensual,summer,night,Fragrance du Bois,romantic,date,cold
Fabulous Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63565.jpg?width=400&404=product.png,men,"amber, bitter almond, cashmeran, clary sage, lavender, leather, orris root, tonka bean, white woods click here for ingredients close fabulous by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients",sensual,summer,night,TOM FORD Private Blend,romantic,date,cold
No.04 Bois de Balincourt- Perfume Oil Perfume Oil Roll-On,Maison Louis Marie,https://static.luckyscent.com/images/products/79031.jpg?width=400&404=product.png,men,"amber wood, cedar, cinnamon, nutmeg, sandalwood, vetiver",sensual,fall,night,Maison Louis Marie,romantic,date,cold
No.09 Vallee de Farney- Perfume Oil Perfume Oil Roll-On,Maison Louis Marie,https://static.luckyscent.com/images/products/79032.jpg?width=400&404=product.png,women,"amber, benzoin, black pepper, cedar, geranium, grapefruit, musk, orange, patchouli, vetiver",sensual,fall,night,Maison Louis Marie,romantic,date,cold
No.10 Aboukir- Perfume Oil Perfume Oil Roll-On,Maison Louis Marie,https://static.luckyscent.com/images/products/79033.jpg?width=400&404=product.png,women,"amber, carnation, cedar, eucalyptus, jasmine, lemon, nutmeg, patchouli, vetiver",sensual,summer,night,Maison Louis Marie,romantic,date,cold
Antidris Cassis- Perfume Oil Perfume Oil Roll-On,Maison Louis Marie,https://static.luckyscent.com/images/products/79034.jpg?width=400&404=product.png,women,"bergamot, black pepper, cassis, musk, oakmoss, tonka bean, white rose",sensual,summer,day,Maison Louis Marie,romantic,date,cold
No.02 Le Long Fond - Eau de Parfum,Maison Louis Marie,https://static.luckyscent.com/images/products/79020.jpg?width=400&404=product.png,women,"cedar, hinoki wood, musk, patchouli",sensual,winter,night,Maison Louis Marie,romantic,date,any
Antidris Cassis - Eau de Parfum,Maison Louis Marie,https://static.luckyscent.com/images/products/79023.jpg?width=400&404=product.png,women,"bergamot, black pepper, cassis, musk, oakmoss, tonka bean, white rose",sensual,summer,day,Maison Louis Marie,romantic,date,cold
Black Gold Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64932.jpg?width=400&404=product.png,unisex,"amber, cinnamon, citrus, jasmine, lavender, leather, musk, nutmeg, oud, patchouli, rose, sea notes, vetiver, violet, woody notes",sensual,spring,day,Mancera,romantic,date,cold
AnOther 13 Eau de Parfum,Le Labo,https://static.luckyscent.com/images/products/46840.jpg?width=400&404=product.png,women,"apple, green citrus and ambrette, musk, pear",sensual,spring,day,Le Labo,romantic,date,hot
Vanille Fatale Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63563.jpg?width=400&404=product.png,women,"coffee absolute, coriander, frangipani, mahogany, myrhh, narcissus, olibanum click here for ingredients close vanille fatale by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, roasted barley, saffron, vanilla",sensual,fall,night,TOM FORD Private Blend,romantic,casual,cold
Tsuki Eau de Parfum,Di Ser,https://static.luckyscent.com/images/products/78801.jpg?width=400&404=product.png,women,"basil, coriander, fennel, geranium, grapefruit, juniper, lemon, patchouli, spicy mint",energetic,spring,day,Di Ser,fresh,casual,hot
"Feb. 14, 1912 Eau de Parfum",Rundholz Parfums,https://static.luckyscent.com/images/products/67802.jpg?width=400&404=product.png,unisex,"bergamot, carnation, carrot seed, cedar, fennel, heliotrope, iris, jasmine, leather, licorice, milk, musk, orange, rose, star anise, tonka bean, ylang ylang",sensual,summer,day,Rundholz Parfums,romantic,date,cold
Sasora Parfum,Di Ser,https://static.luckyscent.com/images/products/78800.jpg?width=400&404=product.png,women,"agarwood, camphor, jatamansi, palisander rosewood, yuzu",sensual,spring,night,Di Ser,romantic,casual,any
Kyara Parfum,Di Ser,https://static.luckyscent.com/images/products/78803.jpg?width=400&404=product.png,women,"cedar, kyara grade agarwood, patchouli, rose otto, sandalwood",energetic,summer,night,Di Ser,fresh,work,any
Hasunoito Parfum,Di Ser,https://static.luckyscent.com/images/products/78804.jpg?width=400&404=product.png,women,"agarwood, boronia, jasmine, lotus, rose, sweet orange, ylangylang",energetic,summer,night,Di Ser,fresh,casual,any
Akanesasu Eau de Parfum,Di Ser,https://static.luckyscent.com/images/products/78805.jpg?width=400&404=product.png,women,"bergamot, jasmine, orange, vetiver",sensual,summer,day,Di Ser,romantic,casual,hot
Shiragoromo Parfum,Di Ser,https://static.luckyscent.com/images/products/78802.jpg?width=400&404=product.png,women,"agarwood, jasmine, rose, yuzu",energetic,spring,night,Di Ser,fresh,casual,any
Suleyman le Magnifique Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78107.jpg?width=400&404=product.png,unisex,"amber, benzoin, cinnamon, galbanum, musk, oud, patchouli, red apple, rose, sandalwood, tuberose, vanilla, vetiver",sensual,summer,night,Fort & Manle,romantic,date,cold
Charlatan Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78101.jpg?width=400&404=product.png,unisex,"amber, chocolate, jasmine, osmanthus, pear, perigord truffle, rose, vanilla bean",sensual,summer,night,Fort & Manle,romantic,date,cold
Confessions of a Garden Gnome Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78102.jpg?width=400&404=product.png,unisex,"amber, cedar, coriander, lily of the valley, mango, musk, pink pepper, rose, sicilian bergamot, violet leaf, yuzu",sensual,spring,day,Fort & Manle,romantic,date,cold
Amber Absolutely Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78100.jpg?width=400&404=product.png,unisex,"amber, benzoin, cedar, honey, labdanum, musk, plum, rose, vetiver",sensual,summer,night,Fort & Manle,romantic,date,cold
Fatih Sultan Mehmed Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78103.jpg?width=400&404=product.png,unisex,"amber, apple, benzoin, bergamot, cedar, iris, oud, patchouli, petitgrain, rose, tulip, vanilla bean",sensual,summer,day,Fort & Manle,romantic,date,cold
Harem Rose Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78104.jpg?width=400&404=product.png,unisex,"amber, benzoin, cashmere woods, rose, vanilla, vetiver",sensual,summer,night,Fort & Manle,romantic,date,cold
Maduro Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78105.jpg?width=400&404=product.png,unisex,"amber, apple, basil, beeswax, benzoin, cedar, cinnamon, patchouli, pineapple, tobacco, vanilla, vetiver",sensual,fall,night,Fort & Manle,romantic,date,cold
Bojnokopff Eau de Parfum,Fort & Manle,https://static.luckyscent.com/images/products/78106.jpg?width=400&404=product.png,unisex,"cedar, chocolate, gaiac, lavender, oud, vanilla, vetiver",sensual,summer,night,Fort & Manle,romantic,date,cold
Slowdive Eau de Parfum,Hiram Green Perfumes,https://static.luckyscent.com/images/products/68105.jpg?width=400&404=product.png,women,"dried fruit, honey, neroli, orange flower, resin, tobacco blossom, tuberose",sensual,summer,day,Hiram Green Perfumes,romantic,casual,any
Baque Parfum Extrait,Slumberhouse,https://static.luckyscent.com/images/products/63111.jpg?width=400&404=product.png,men,"amber, apricot, cedar, davana, parchment, straw, tobacco leaf, vanilla",sensual,fall,night,Slumberhouse,romantic,date,cold
Camel Extrait de Parfum,Zoologist,https://static.luckyscent.com/images/products/76017.jpg?width=400&404=product.png,unisex,"amber, cedar, cinnamon, civet, dried fruits, frankincense, incense, jasmine, musk, myrrh, orange blossom, oud, palm date, rose, sandalwood, tonka bean, vanilla, vetiver",sensual,summer,night,Zoologist,romantic,date,cold
Day Dreams Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35483.jpg?width=400&404=product.png,women,"coconut, jasmine, mandarin, neroli, orange blossom, sandalwood, tiare, vanilla",sensual,summer,night,Montale,romantic,casual,cold
Intense Black Aoud Extrait de Parfum,Montale,https://static.luckyscent.com/images/products/35481.jpg?width=400&404=product.png,women,"aoud, mandarine, musk, patchouli, rose petals",sensual,summer,night,Montale,romantic,date,any
Arabians,Montale,https://static.luckyscent.com/images/products/35482.jpg?width=400&404=product.png,unisex,"amber, animal musk, cardamom, lavender, leather, malaysian aoud, patchouli, red thyme, rose, vetiver",sensual,summer,night,Montale,romantic,date,cold
Ummagumma Eau de Parfum,Bruno Fazzolari,https://static.luckyscent.com/images/products/69309.jpg?width=400&404=product.png,women,"carnation, cedar, chocolate, frankincense, labdanum, leather, saffron, sandalwood, tobacco, tonka bean, vanilla",sensual,fall,night,Bruno Fazzolari,romantic,date,cold
Black Vanilla Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64930.jpg?width=400&404=product.png,women,"bergamot, blackcurrant, coconut, jasmine, musk, rose, vanilla, violet, white peach",sensual,summer,day,Mancera,romantic,date,cold
Red Tobacco Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64931.jpg?width=400&404=product.png,unisex,"amber, cinnamon, green apple, guaiac wood, incense, jasmine, madagascar vanilla, musk, nutmeg, oud, patchouli, saffron, sandalwood, tobacco, vetiver, white pear",sensual,spring,day,Mancera,romantic,date,cold
California Snow Eau de Parfum,A Lab on Fire,https://static.luckyscent.com/images/products/56715.jpg?width=400&404=product.png,women,"cannabis, cedar, chamomile, coumarin, hay, musk, narcissus, rose, sage, soil tincture, tea, vetiver",sensual,summer,night,A Lab on Fire,romantic,date,any
Warszawa Parfum Extrait,Puredistance,https://static.luckyscent.com/images/products/53012.jpg?width=400&404=product.png,women,"broom, galbanum, grapefruit, jasmin absolute, orris butter, patchouli, styrax, vetiver, violet leaf",sensual,summer,day,Puredistance,romantic,work,hot
Not a Perfume Eau de Parfum,Juliette Has a Gun,https://static.luckyscent.com/images/products/40111.jpg?width=400&404=product.png,women,cetalox,sensual,summer,night,Juliette Has a Gun,romantic,casual,any
Mx. Eau de Parfum,ERIS Parfums,https://static.luckyscent.com/images/products/72904.jpg?width=400&404=product.png,men,"castoreum, ethiopian olibanum, indian ginger, laotian benzoin, madagascar black pepper, patchouli, russian birch tar, saffron, sandalwood, venezuelan cacao, vetiver, virginian cedarwood",sensual,fall,day,ERIS Parfums,romantic,work,any
Monstera Eau de Parfum,Xinu,https://static.luckyscent.com/images/products/78603.jpg?width=400&404=product.png,women,"bullhorn orchid, leaves and fruit of monstera, sacred ear flowers, white datura",sensual,summer,night,Xinu,romantic,casual,any
OroNardo Eau de Parfum,Xinu,https://static.luckyscent.com/images/products/78604.jpg?width=400&404=product.png,women,"floral notes, marigold, mock orange, tuberose, white nerium oleander",energetic,summer,night,Xinu,fresh,casual,any
Fumabat Eau de Parfum,Couteau de Poche,https://static.luckyscent.com/images/products/78500.jpg?width=400&404=product.png,men,"bulgarian black pine, carnation, galbanum, green tea, leather, mint absolute, oakmoss, patchouli, somalian frankincense, vetiver root",sensual,spring,day,Couteau de Poche,romantic,date,hot
Aguamadera Eau de Parfum,Xinu,https://static.luckyscent.com/images/products/78601.jpg?width=400&404=product.png,men,"agave, cedar, guaiac wood, lime",sensual,summer,night,Xinu,romantic,work,any
Copala Eau de Parfum,Xinu,https://static.luckyscent.com/images/products/78602.jpg?width=400&404=product.png,women,"copal, mesquite, mexican vanilla, pink pepper",sensual,fall,night,Xinu,romantic,casual,cold
Attar AT Perfume oil,Tauer Perfumes,https://static.luckyscent.com/images/products/31465.jpg?width=400&404=product.png,unisex,"and castoreum, animalic leather, birchtar, cistus, dark dry woods, hints of jasmine, sandalwood, vetiver",sensual,summer,night,Tauer Perfumes,romantic,date,any
French Affair Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72020.jpg?width=400&404=product.png,women,"angelica, bergamot, cedar, lychee, oakmoss, patchouli, pepper, rose, vetiver, violet leaf",energetic,summer,day,Ex Nihilo,fresh,casual,hot
Note de Yuzu Eau de Parfum,HEELEY,https://static.luckyscent.com/images/products/31526.jpg?width=400&404=product.png,women,"lemon, mandarine, musk, sea salt, vetiver, yuzu",sensual,spring,night,HEELEY,romantic,date,any
Dolce Amalfi Eau de Parfum,Xerjoff - Casamorati,https://static.luckyscent.com/images/products/67413.jpg?width=400&404=product.png,unisex,"amber, apple, cardamom, cedar, clove, incense, musk, quince, saffron, tolu, tonka bean, vanilla",sensual,fall,night,Xerjoff - Casamorati,romantic,date,cold
